"","C14ID","Period","C14Age","C14SD","LabCode","PhaseCode","SiteID","Material","MaterialSpecies","Latitude","Longitude","optional"
"9755",18973,"LN",4340,50,"Ki 6909","BRC","S7650","bone","NULL",52.7056,22.9617,TRUE
"9756",18974,"MN",5060,60,"Bln 1312","BRO","S1372","NULL","NULL",52.75,18.07,TRUE
"9757",18975,"MN",4080,110,"DIC 1792","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9758",18976,"MN",4080,65,"DIC 1740","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9759",18977,"MN",4090,140,"DIC 1795","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9760",18978,"MN",4200,60,"DIC 979","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9761",18979,"MN",4240,115,"DIC 361","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9762",18980,"MN",4250,115,"DIC 978","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9763",18981,"MN",4260,70,"DIC 1794","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9764",18982,"MN",4310,120,"DIC 416","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9765",18983,"MN",4320,130,"DIC 543","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9766",18984,"MN",4320,55,"DIC 977","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9767",18985,"MN",4330,60,"DIC 1736","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9768",18986,"MN",4340,75,"DIC 1739","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9769",18987,"MN",4340,70,"DIC 1797","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9770",18988,"MN",4400,80,"DIC 541","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9771",18989,"MN",4440,80,"DIC 717","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9772",18990,"MN",4440,75,"DIC 1791","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9773",18991,"MN",4520,60,"DIC 363","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9774",18992,"MN",4550,70,"DIC 1796","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9775",18993,"MN",4570,70,"DIC 1738","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9776",18994,"MN",4590,55,"DIC 2266","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9777",18995,"MN",4600,120,"DIC 360","BRON","S1374","charcoal","NULL",50.32,20.33,TRUE
"9778",18996,"MN",4610,120,"DCI 716","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9779",18997,"MN",4690,75,"DCI 718","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9780",18998,"MN",4700,60,"DCI 2265","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9781",18999,"MN",4725,50,"GrN 19612","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9782",19000,"MN",4800,70,"DCI 542","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9783",19001,"MN",4940,125,"DCI 362","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9784",19002,"MN",5060,110,"DCI 719","BRON","S1374","NULL","NULL",50.32,20.33,TRUE
"9785",19003,"MN",4515,210,"GX 6370","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9786",19004,"MN",4830,160,"Lod 162","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9787",19005,"MN",4930,160,"Lod 170","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9788",19006,"MN",5130,160,"Lod 163","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9789",19007,"MN",5160,180,"Lod 110","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9790",19008,"MN",5210,180,"Lod 164","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9791",19009,"MN",5250,180,"Lod 173","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9792",19010,"MN",5330,130,"GrN 8869","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9793",19011,"MN",5370,180,"Lod 165","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9794",19012,"MN",5410,430,"Lod 167","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9795",19013,"MN",5525,320,"GX 6369","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9796",19014,"EN",6170,60,"KN 2996","BRK1","S1388","NULL","NULL",52.36,18.54,TRUE
"9797",19015,"EN",6180,35,"GrN 9255","BRK1","S1388","NULL","NULL",52.36,18.54,TRUE
"9798",19016,"MN",5260,190,"Lod 195","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9799",19017,"MN",5280,190,"Lod 194","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9800",19018,"MN",5280,190,"Lod 187","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9801",19019,"MN",5400,190,"Lod 193","BRK4","S1388","NULL","NULL",52.36,18.54,TRUE
"9802",19020,"EN",5640,80,"Ki 11295","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9803",19021,"EN",5660,80,"Ki 11297","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9804",19022,"EN",5720,80,"Ki 11293","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9805",19023,"EN",5780,70,"Ki 11290","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9806",19024,"EN",5830,80,"Ki 11289","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9807",19025,"EN",5840,70,"Ki 11292","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9808",19026,"EN",6130,80,"Ki 11288","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9809",19027,"EN",6140,80,"Ki 11291","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9810",19028,"EN",6155,100,"Ki 9344","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9811",19029,"EN",6180,80,"Ki 11287","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9812",19030,"EN",6190,70,"Ki 11296","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9813",19031,"EN",6215,80,"Ki 11286","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9814",19032,"EN",6230,100,"Ki 9343","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9815",19033,"EN",6260,80,"Ki 11298","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9816",19034,"EN",6330,100,"Ki 9346","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9817",19035,"EN",6410,100,"Ki 9345","BRZE1","S7651","NULL","NULL",49.9833,20.2333,TRUE
"9831",19051,"MN",4290,90,"Ki 13239","CH10","S7654","NULL","NULL",52.6129,18.421,TRUE
"9832",19052,"MN",4370,110,"Ki 13127","CH10","S7654","NULL","NULL",52.6129,18.421,TRUE
"9842",19063,"UN",4630,70,"Gd 1176","NULL","S7657","charcoal","NULL",52.068,15.82,TRUE
"9849",19070,"LN",3900,35,"Ki 6228","CIE","S7659","bone","NULL",52.671,18.1788,TRUE
"9850",19071,"MN",5010,70,"GifA 95488","LAC6A","S7660","tar","Betula sp.",52.8359,18.1032,TRUE
"9851",19072,"MN",5570,110,"Gd 6019","LAC6A","S7660","NULL","NULL",52.8359,18.1032,TRUE
"9852",19073,"MN",5570,110,"Gd 6018b","LAC6A","S7660","charcoal","NULL",52.8359,18.1032,TRUE
"9883",19104,"LN",3865,45,"Ki 6881","DAB1","S7662","bone","NULL",52.7726,18.5203,TRUE
"9884",19105,"MN",4400,140,"Gd 2289","DAB2","S7662","charcoal","NULL",52.7726,18.5203,TRUE
"9885",19106,"MN",4870,80,"Gd 2638","DAB2","S7662","animal bone","NULL",52.7726,18.5203,TRUE
"9888",19109,"LN",3710,50,"Gd 7040","DBY2","S7663","charcoal","NULL",52.7058,18.5609,TRUE
"9889",19110,"LN",4600,90,"Gd 2148","DBY1","S7663","charcoal","NULL",52.7058,18.5609,TRUE
"9893",19114,"MN",3990,50,"Bln 3859","DRZ","S7664","NULL","NULL",51.71,15.89,TRUE
"9906",19128,"LN",4030,60,"Ki 6221","ZEGT2","S7668","animal bone","NULL",52.675,18.2082,TRUE
"9907",19129,"LN",4150,45,"Ki 6220","ZEGT2","S7668","animal bone","NULL",52.675,18.2082,TRUE
"9921",19143,"EN",6210,40,"Poz 18662","ZE1","S7671","NULL","NULL",49.8907,20.6811,TRUE
"9922",19144,"LN",4120,45,"Ki 6330","ZERIK27","S7672","bone","NULL",50.4744,20.8108,TRUE
"9923",19145,"LN",4170,40,"Ki 6331","ZERIK27","S7672","bone","NULL",50.4744,20.8108,TRUE
"9933",19156,"LN",3860,60,"Ki 5067","ZERIK","S7673","NULL","NULL",50.4744,20.8108,TRUE
"9934",19157,"LN",3890,50,"Ki 5064","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9935",19158,"LN",3895,55,"Ki 6757","ZERIK","S7673","NULL","NULL",50.4744,20.8108,TRUE
"9936",19159,"LN",3900,55,"Ki 5124","ZERIK","S7673","NULL","NULL",50.4744,20.8108,TRUE
"9937",19160,"LN",3910,50,"Ki 5116","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9938",19161,"LN",3930,60,"Ki 5123","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9939",19162,"LN",3940,60,"Ki 5235","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9940",19163,"LN",3970,70,"Ki 5115","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9941",19164,"LN",3980,40,"Ki 5835","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9942",19165,"LN",4010,65,"Ki 5122","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9943",19166,"LN",4020,55,"Ki 5119","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9944",19167,"LN",4035,40,"Ki 5836","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9945",19168,"LN",4060,50,"Ki 5834","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9946",19169,"LN",4065,50,"Ki 6758","ZERIK","S7673","NULL","NULL",50.4744,20.8108,TRUE
"9947",19170,"LN",4080,55,"Ki 5066","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9948",19171,"LN",4155,50,"Ki 6755","ZERIK","S7673","NULL","NULL",50.4744,20.8108,TRUE
"9949",19172,"LN",4160,50,"Ki 5065","ZERIK","S7673","human bone","Homo sapiens",50.4744,20.8108,TRUE
"9950",19173,"MN",6020,100,"Gd 2429b","FIRL1","S7674","NULL","NULL",53.2667,18.6333,TRUE
"9953",19176,"MN",4380,70,"Ki 7878","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9954",19177,"MN",4770,80,"Ki 7879","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9955",19178,"MN",4820,70,"Ki 7880","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9956",19179,"MN",4910,70,"Ki 7881","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9957",19180,"MN",5020,70,"Ki 7883","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9958",19181,"MN",5040,70,"Ki 7884","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9959",19182,"MN",5130,70,"Ki 7882","GNOJ1","S7676","NULL","NULL",50.6,20.85,TRUE
"9964",19187,"MN",1570,60,"Gd 2032","NULL","S7678","charcoal","NULL",54.3333,22.3333,TRUE
"9965",19188,"MN",2460,100,"Gd 2031","NULL","S7678","charcoal","NULL",54.3333,22.3333,TRUE
"9966",19189,"MN",4260,80,"Ki 13129","GORZ1","S7679","bone","NULL",52.7167,15.25,TRUE
"9967",19190,"MN",4320,90,"Ki 13128","GORZ1","S7679","bone","NULL",52.7167,15.25,TRUE
"9968",19191,"EN",6240,90,"Gd 2641","GRAB1","S7680","NULL","NULL",52.85,18.55,TRUE
"9969",19192,"MN",4530,70,"Gd 2442","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9970",19194,"MN",4560,110,"Gd 4544","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9971",19195,"MN",4565,35,"GrN 16126","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9972",19196,"MN",4570,120,"Gd 4545","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9973",19197,"MN",4580,90,"Gd 2440","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9974",19198,"MN",4630,110,"Gd 6225","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9975",19199,"MN",4665,40,"GrN 16125","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9976",19200,"MN",4665,40,"GrN 16124","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9977",19201,"MN",4690,70,"Gd 2427","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9978",19202,"MN",4750,120,"Gd 2468","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9979",19203,"MN",4750,50,"Gd 1918","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9980",19204,"MN",4760,80,"Gd 6222","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9981",19205,"MN",4815,40,"GrN 16123","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9982",19206,"MN",4820,40,"KN I 243","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9983",19207,"MN",4830,90,"Gd 2441","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9984",19208,"MN",4840,120,"Gd 2454","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9985",19209,"MN",4900,140,"Gd 4099","GRN","S2079","NULL","NULL",50.8,23.96,TRUE
"9986",19210,"MN",5010,110,"Gd 2160","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9987",19211,"MN",5030,90,"Gd 2163","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9988",19212,"MN",5110,60,"Gd 2439","GRN","S2079","charcoal","NULL",50.8,23.96,TRUE
"9989",19213,"MN",5740,140,"Lod 174","GUS1","S7681","NULL","NULL",52.65,18.8833,TRUE
"9990",19214,"LN",3995,55,"Ki 6889","HUB","S7682","NULL","NULL",50.447,23.7004,TRUE
"9991",19215,"LN",4070,60,"Ki 6890","HUB","S7682","NULL","NULL",50.447,23.7004,TRUE
"9992",19216,"MN",4600,40,"GrN 10772","INOW55","S7683","NULL","NULL",52.7562,18.2537,TRUE
"9993",19217,"MN",4270,50,"Gd 7118","INOW58","S7684","bone","NULL",52.7562,18.2537,TRUE
"9994",19218,"LN",4670,110,"GrN 1421","INOW95C","S7685","NULL","NULL",52.7562,18.2537,TRUE
"9995",19219,"MN",4670,30,"GrN 14021","INOW95B","S7685","bone","NULL",52.7562,18.2537,TRUE
"9996",19221,"MN",4800,60,"Gd 5865","INOW95","S7685","charcoal","NULL",52.7562,18.2537,TRUE
"9997",19222,"MN",4930,100,"Gd 1985b","INOW95","S7685","NULL","NULL",52.7562,18.2537,TRUE
"9998",19223,"MN",4930,70,"Gd 1985a","INOW95","S7685","charcoal","NULL",52.7562,18.2537,TRUE
"9999",19224,"MN",4220,90,"Ki 13236","INOW1","S7686","NULL","NULL",52.7562,18.2537,TRUE
"10000",19225,"MN",4470,60,"Bln 2186","INOW1","S7686","NULL","NULL",52.7562,18.2537,TRUE
"10001",19226,"MN",4580,60,"Bln 1314","INOW1","S7686","NULL","NULL",52.7562,18.2537,TRUE
"10002",19227,"MN",4700,100,"Ki 12725","INOW1","S7686","NULL","NULL",52.7562,18.2537,TRUE
"10003",19228,"MN",6000,120,"Bln 1323","INW1","S2955","NULL","NULL",52.75,18.26,TRUE
"10028",19253,"LN",4200,100,"Bln 352","IWOC1","S2315","NULL","NULL",50.2286,19.9736,TRUE
"10029",19254,"LN",4300,200,"M 2166","IWOC1","S2315","charcoal","NULL",50.2286,19.9736,TRUE
"10031",19256,"LN",4300,44,"UtC 13267","IBGB","S7688","bone","NULL",50.2085,19.9685,TRUE
"10032",19257,"LN",4336,44,"UtC 13265","IBGB","S7688","bone","NULL",50.2085,19.9685,TRUE
"10033",19258,"LN",4362,43,"UtC 13268","IBGB","S7688","bone","NULL",50.2085,19.9685,TRUE
"10034",19259,"LN",4365,43,"UtC 13264","IBGB","S7688","bone","NULL",50.2085,19.9685,TRUE
"10035",19260,"LN",4380,50,"UtC 13266","IBGB","S7688","bone","NULL",50.2085,19.9685,TRUE
"10037",19262,"MN",5450,60,"GrN 14020","JAN","S4806","NULL","NULL",52.46,18.04,TRUE
"10044",19269,"MN",4090,80,"Ki 13126","JWK","S7691","bone","NULL",50.85,16.8333,TRUE
"10053",19278,"MN",4830,60,"Ki 5875","JEZ17","S7694","NULL","NULL",52.9383,18.3015,TRUE
"10054",19279,"MN",4890,50,"Ki 5878","JEZ17","S7694","NULL","NULL",52.9383,18.3015,TRUE
"10055",19280,"MN",5060,70,"Ki 5876","JEZ17","S7694","NULL","NULL",52.9383,18.3015,TRUE
"10058",19283,"LN",3590,40,"Gd 5510","KALZ1","S7696","charcoal","NULL",53.3,15.91,TRUE
"10060",19285,"MN",4260,80,"Ki 6760","KICN","S7698","NULL","NULL",50.7333,21.7333,TRUE
"10061",19286,"MN",4270,50,"Ki 6147","KICN","S7698","NULL","NULL",50.7333,21.7333,TRUE
"10062",19287,"MN",4295,50,"Ki 6761","KICN","S7698","NULL","NULL",50.7333,21.7333,TRUE
"10063",19288,"MN",4350,50,"Ki 6759","KICN","S7698","NULL","NULL",50.7333,21.7333,TRUE
"10064",19289,"LN",4135,40,"GrN 15411","KEZ","S7699","bone","NULL",52.8468,17.8612,TRUE
"10065",19290,"LN",4270,40,"GrN 15412","KEZ","S7699","animal bone","NULL",52.8468,17.8612,TRUE
"10066",19291,"MN",2900,80,"Gd 2095","NULL","S7700","charcoal","NULL",53.3667,18.5167,TRUE
"10067",19292,"LN",4175,30,"GrN 5046","KLW","S2410","charcoal","NULL",51.3559,22.1287,TRUE
"10068",19293,"LN",4300,40,"KN 1255","KLW","S2410","charcoal","NULL",51.3559,22.1287,TRUE
"10069",19294,"MN",5400,180,"Gd 324","KK16","S2427","NULL","NULL",52.79,18.16,TRUE
"10070",19295,"MN",4330,35,"Poz 889","KOM","S7701","human bone","Homo sapiens",51.7173,19.4927,TRUE
"10071",19296,"MN",4400,35,"Poz 925","KOM","S7701","charcoal","NULL",51.7173,19.4927,TRUE
"10072",19297,"MN",4720,40,"Poz 927","KOM","S7701","wood","NULL",51.7173,19.4927,TRUE
"10073",19298,"MN",4840,35,"Poz 888","KOM","S7701","tar","NULL",51.7173,19.4927,TRUE
"10074",19299,"MN",4520,40,"Poz 5898","KONW","S7702","human bone","Homo sapiens",52.3353,16.7152,TRUE
"10075",19300,"MN",4525,40,"Poz 5877","KONW","S7702","human bone","Homo sapiens",52.3353,16.7152,TRUE
"10076",19301,"MN",4560,40,"Poz 5874","KONW","S7702","human bone","Homo sapiens",52.3353,16.7152,TRUE
"10077",19302,"MN",4605,35,"Poz5878","KONW","S7702","charcoal","NULL",52.3353,16.7152,TRUE
"10078",19303,"LN",4055,35,"GrN 12515","KONZ","S7703","NULL","NULL",50.1818,20.2166,TRUE
"10083",19308,"LN",4525,40,"GrN 13593","KOW","S7706","bone","NULL",52.7345,18.1487,TRUE
"10084",19309,"LN",4525,40,"GrN 13592","KOW","S7706","NULL","NULL",52.7345,18.1487,TRUE
"10085",19310,"LN",3800,100,"Gd 6009","KRJW","S7707","NULL","NULL",49.7782,21.4151,TRUE
"10092",19317,"EN",5025,260,"GX 2640","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10093",19318,"EN",6000,340,"GX 2638","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10094",19320,"EN",6150,210,"M 2165","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10095",19321,"EN",6700,220,"M 2314","OL","S3196","NULL","NULL",50.0667,19.8333,TRUE
"10096",19322,"LN",4430,40,"GrN 9181","KRAKP17","S7709","charcoal","NULL",50.0667,20.1167,TRUE
"10097",19323,"LN",4445,60,"Grn 9265","KRAKP17","S7709","charcoal","NULL",50.0667,20.1167,TRUE
"10098",19324,"MN",4530,70,"Gd 5838","KRAKCFB","S7710","NULL","NULL",50.0833,19.9667,TRUE
"10099",19325,"MN",4650,50,"Gd 3512","KRAKCFB","S7710","NULL","NULL",50.0833,19.9667,TRUE
"10100",19326,"MN",4670,50,"Gd 5846","KRAKCFB","S7710","NULL","NULL",50.0833,19.9667,TRUE
"10101",19327,"LN",4150,80,"Ki 7948","KRWZ","S7711","NULL","NULL",50.1047,20.0419,TRUE
"10102",19328,"LN",4120,30,"Ki 5841","KRNY","S7712","bone","NULL",50.9851,23.1724,TRUE
"10105",19331,"MN",4250,70,"Gd 1983","KRP2","S7714","animal bone","NULL",52.746,18.2058,TRUE
"10107",19333,"LN",4395,70,"Bln 1812","KRZ","S2439","human bone","Homo sapiens",52.74,18.26,TRUE
"10108",19337,"MN",2860,80,"Gd 2462","NULL","S7717","charcoal","NULL",52.7392,18.2185,TRUE
"10110",19342,"LN",4350,90,"Gd 6039","KRO","S2440","charcoal","NULL",50.9295,21.3852,TRUE
"10111",19343,"LN",4370,110,"Gd 6040","KRO","S2440","charcoal","NULL",50.9295,21.3852,TRUE
"10112",19344,"LN",4480,110,"Gd 4422","KRO","S2440","charcoal","NULL",50.9295,21.3852,TRUE
"10113",19345,"LN",3895,45,"Ki 6507","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10114",19346,"LN",3910,40,"Ki 6509","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10115",19347,"LN",3990,35,"Ki 6510","KUCZ1GAC","S7720","bone","NULL",52.741,18.6203,TRUE
"10116",19348,"LN",4370,50,"Ki 6926","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10117",19349,"LN",4380,40,"Ki 6918","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10118",19350,"LN",4385,45,"Ki 6928","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10119",19351,"LN",4400,50,"Ki 6929","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10120",19352,"LN",4415,45,"Ki 6917","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10121",19353,"LN",4420,55,"Ki 6927","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10122",19354,"MN",4470,40,"Ki 6497","KUCZ1FB","S7720","NULL","NULL",52.741,18.6203,TRUE
"10123",19355,"LN",4480,40,"Ki 6921","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10124",19356,"LN",4490,40,"Ki 6919","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10125",19357,"LN",4520,45,"Ki 6496","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10126",19358,"LN",4525,45,"Ki 6920","KUCZ1GAC","S7720","bone","NULL",52.741,18.6203,TRUE
"10127",19360,"MN",4600,40,"Ki 6498","KUCZ1FB","S7720","NULL","NULL",52.741,18.6203,TRUE
"10128",19361,"LN",4970,30,"Ki 6238","KUCZ1GAC","S7720","animal bone","NULL",52.741,18.6203,TRUE
"10130",19363,"LN",3860,40,"Ki 6243","KUCZ5CW","S7721","bone","NULL",52.741,18.6203,TRUE
"10131",19364,"LN",4040,35,"Ki 6508","KUCZ5GAC","S7721","bone","NULL",52.741,18.6203,TRUE
"10132",19365,"MN",4560,55,"Ki 6501","KUCZ5FB","S7721","bone","NULL",52.741,18.6203,TRUE
"10133",19366,"MN",4620,35,"Ki 6499","KUCZ5FB","S7721","bone","NULL",52.741,18.6203,TRUE
"10134",19367,"MN",4630,35,"Ki 6500","KUCZ5FB","S7721","bone","NULL",52.741,18.6203,TRUE
"10135",19368,"MN",5530,220,"Lod 93","KUCA","S7722","NULL","NULL",52.6148,18.8601,TRUE
"10136",19369,"MN",4990,100,"Gd 2204","LASS","S7723","charcoal","NULL",51.3333,22.05,TRUE
"10137",19370,"MN",5020,110,"Gd 2205","LASS","S7723","charcoal","NULL",51.3333,22.05,TRUE
"10138",19371,"MN",5030,50,"Gd 1723","LASS","S7723","charcoal","NULL",51.3333,22.05,TRUE
"10139",19372,"MN",5350,60,"Gd 1724","LASS","S7723","charcoal","NULL",51.3333,22.05,TRUE
"10140",19373,"MN",4560,90,"Gd 4460","LATK","S7724","animal bone","NULL",52.8298,18.3023,TRUE
"10141",19374,"MN",4560,90,"Gd 4424","LATK","S7724","NULL","NULL",52.8298,18.3023,TRUE
"10142",19375,"MN",4900,50,"Ki 5891","LEMB","S7725","charcoal","NULL",53.3333,19.2,TRUE
"10143",19376,"MN",4930,50,"Ki 5890","LEMB","S7725","tar","NULL",53.3333,19.2,TRUE
"10144",19377,"MN",4940,50,"Ki 5887","LEMB","S7725","animal bone","NULL",53.3333,19.2,TRUE
"10145",19378,"MN",5050,35,"Ki 5886","LEMB","S7725","charcoal","NULL",53.3333,19.2,TRUE
"10146",19379,"MN",5080,40,"Ki 5888","LEMB","S7725","animal bone","NULL",53.3333,19.2,TRUE
"10147",19380,"MN",5020,40,"Ki 5889","LEMB","S7725","tar","NULL",53.3333,19.2,TRUE
"10148",19381,"LN",3890,80,"Gd 6755","LIN25","S7727","NULL","NULL",53.4245,19.0419,TRUE
"10151",19384,"MN",5750,510,"Gd 2222","LIS31","S7729","NULL","NULL",53.2957,18.6869,TRUE
"10152",19385,"MN",4620,80,"Gd 2817","MALCZ","S7730","charcoal","NULL",53.3,18.5,TRUE
"10153",19386,"LN",3980,170,"Gd 10809","MALK","S7731","NULL","NULL",50.764,21.5198,TRUE
"10154",19387,"MN",5370,110,"Gd 4414","MGOS2","S7732","peat","NULL",53.3167,18.7333,TRUE
"10155",19388,"MN",5580,90,"Gd 6018a","MGOS2","S7732","peat","NULL",53.3167,18.7333,TRUE
"10156",19389,"MN",5190,60,"Lod 1016","MW4A","S4426","NULL","NULL",52.62,18.82,TRUE
"10157",19390,"EN",5420,60,"Lod 1017","MW4","S4426","NULL","NULL",52.62,18.82,TRUE
"10158",19391,"EN",5610,60,"Lod 1011","MW4","S4426","NULL","NULL",52.62,18.82,TRUE
"10159",19392,"EN",5640,60,"Lod 1006","MW4","S4426","NULL","NULL",52.62,18.82,TRUE
"10160",19393,"EN",5960,60,"Lod 1012","MW4","S4426","NULL","NULL",52.62,18.82,TRUE
"10161",19394,"EN",5990,60,"Lod 1007","MW4","S4426","NULL","NULL",52.62,18.82,TRUE
"10162",19395,"EN",6180,50,"GrN 10774","MW7","S7733","NULL","NULL",52.6333,18.85,TRUE
"10163",19396,"MN",4330,60,"Hv 1339","CML","S1566","NULL","NULL",50.89,21.54,TRUE
"10164",19397,"MN",4615,35,"GeN 5088","CML","S1566","NULL","NULL",50.89,21.54,TRUE
"10165",19398,"MN",4650,40,"GrN 5036","CML","S1566","NULL","NULL",50.89,21.54,TRUE
"10166",19399,"MN",4675,110,"H 566 592","CML","S1566","NULL","NULL",50.89,21.54,TRUE
"10167",19400,"MN",4720,40,"GrN 5090","CML","S1566","NULL","NULL",50.89,21.54,TRUE
